0,248;-2,81;True
2,739;4,829;True
-1,867;-4,478;True
-4,081;4,017;False
3,165;-0,61;False
3,239;-0,777;False
3,463;-3,694;False
-1,602;3,708;False
-3,24;3,907;False
2,589;2,164;True
-3,18;-3,129;True
1,429;-0,188;False
-0,423;-4,587;True
-0,469;1,362;False
1,638;-0,511;False
-2,274;4,748;False
1,941;-4,794;False
-2,57;-0,044;False
-3,982;-0,982;False
-2,925;4,023;False
-3,51;1;False
-3,964;-2,528;True
-3,452;-0,833;False
1,04;4,97;True
-1,021;-1,905;True
-0,063;-0,442;True
3,831;-4,108;False
4,17;-1,623;False
0,761;-2,073;False
0,253;-2,279;True
0,991;-0,443;False
-2,621;-1,323;True
-3,335;3,491;False
2,282;3,257;True
3,876;3,442;True
2,69;2,741;True
1,831;3,566;True
0,674;0,821;True
-4,164;-1,043;False
-1,736;-4,59;True
-0,628;-0,439;True
-2,617;-1,457;True
4,551;3,167;True
-4,083;1,049;False
-3,964;4,053;False
4,196;3,091;True
3,766;4,355;True
-1,968;1,933;False
-1,38;2,359;False
-4,193;-1,943;False
1,885;2,783;True
-3,906;0,537;False
0,405;2,196;True
2,727;-4,735;False
0,218;-1,65;True
-2,459;-3,197;True
4,663;-0,157;False
3,349;-3,569;False
-2,826;3,836;False
-0,875;-1,503;True
2,574;-3,767;False
2,221;4,823;True
4,246;4,599;True
3,976;2,476;True
0,535;3,741;True
-2,8;-1,523;True
-1,85;-4,793;True
-1,475;1,589;False
-1,533;1,846;False
3,138;-2,645;False
-4,56;-4,348;True
-4,169;2,686;False
1,512;2,392;True
3,428;-1,077;False
-3,994;-3,399;True
-0,241;-0,216;True
-1,766;2,31;False
0,483;0,651;True
-4,438;-3,729;True
1,291;0,806;True
3,22;-4,749;False
-0,27;1,477;True
-3,851;4,064;False
3,653;4,456;True
-3,682;-3,24;True
2,963;0,328;False
-4,302;-3,23;True
-1,943;1,922;False
-4,598;4,535;False
-1,689;-3,146;True
-3,83;0,053;False
1,47;-1,067;False
-1,018;2,417;False
-4,757;0,84;False
-0,275;2,874;True
1,027;-2,804;False
-4,445;-2,668;True
-0,865;-4,811;True
0,922;-0,646;False
1,537;2,448;True
3,739;3,972;True
-2,395;4,247;False
-1,362;4,432;False
-0,914;-3,536;True
-0,747;3,561;True
0,249;-3,973;True
2,96;-0,563;False
-0,364;-1,833;True
-1,219;-4,203;True
-2,505;-1,267;True
3,822;-2,187;False
-0,269;-1,556;True
0,733;0,767;True
-0,227;3,366;True
2,635;-2,132;False
-4;1,048;False
-2,002;0,863;False
-1,886;-2,802;True
-2,552;2,224;False
-4,704;-0,45;False
-1,669;3,779;False
-3,413;1,164;False
-2,375;-0,001;False
-0,764;1,118;False
2,696;-4,033;False
1,408;0,125;False
-3,141;-2,196;True
3,626;0,926;False
-0,759;4,161;True
-1,486;2,871;False
-0,341;0,72;False
-1,172;-3,616;True
2,561;4,201;True
3,029;-2,902;False
-3,677;-2,562;True
-4,28;1,557;False
-4,499;2,945;False
-4,598;-4,957;True
-3,774;3,567;False
-4,181;-4,266;True
-3,469;3,655;False
-4,33;1,668;False
1,46;0,874;True
-0,811;-4,806;True
2,236;2,189;True
2,957;-1,713;False
-1,29;-2,575;True
4,891;2,612;True
-0,049;-4,797;True
3,603;-1,577;False
1,97;-2,861;False
-0,205;0,258;False
-4,752;4,851;False
-0,376;-1,085;True
-2,598;3,584;False
-0,3;0,674;False
3,342;-2,22;False
1,34;1,004;True
0,05;2,161;True
-0,076;-3,314;True
0,012;2,835;True
-0,139;-0,866;True
-0,519;2,433;True
-2,153;3,076;False
3,053;-2,21;False
0,092;-3,977;True
4,964;2,396;True
-1,237;4,392;False
-1,14;0,411;False
1,42;1,609;True
-3,75;-4,726;True
2,792;3,653;True
-2,511;-2,718;True
-0,055;-4,07;True
1,085;-1,113;False
-2,438;2,79;False
0,279;1,917;True
3,411;4,136;True
2,277;-4,339;False
-4,223;-2,185;True
2,005;1,548;True
0,861;4,612;True
-1,508;-1,323;True
0,71;-4,054;True
4,017;1,948;True
-2,856;4,639;False
-4,259;3,315;False
-4,564;-0,262;False
-4,958;1,209;False
-3,354;-2,801;True
-2,511;-3,083;True
-3,008;-0,834;False
-4,772;2,302;False
0,744;-1,953;False
3,985;-0,373;False
-2,885;-1,801;True
-0,366;-1,395;True
4,604;-0,298;False
-0,587;3,18;True
0,161;3,812;True
1,573;-1,002;False
-3,087;4,137;False
-3,257;-2,077;True
2,049;1,963;True
1,48;-1,327;False
4,094;-3,931;False
4,015;3,578;True
-4,674;0,088;False
-0,444;-3,305;True
4,384;1,19;False
2,933;-2,338;False
-3,039;-0,61;False
-0,167;3,945;True
0,004;2,135;True
3,711;0,734;False
-4,675;-3,137;True
-3,952;-2,166;True
0,626;3,49;True
-4,997;-2,145;False
-2,576;2,305;False
-4,747;3,781;False
1,567;0,312;False
0,534;-3,954;True
-0,815;1,056;False
-1,721;-0,484;False
-4,854;-2,282;False
3,796;3,971;True
-4,121;-1,09;False
-2,963;2,524;False
-0,696;-2,202;True
2,919;4,914;True
3,252;-4,253;False
-1,652;2,231;False
-4,979;1,18;False
-2,048;-3,164;True
0,085;-3,299;True
4,272;-2,921;False
0,937;4,152;True
1,095;1,649;True
3,856;-1,213;False
-0,24;3,948;True
-1,144;-0,805;True
0,587;2,607;True
-1,933;-2,923;True
-3,044;-3,284;True
1,453;-2,52;False
3,551;4,626;True
4,386;-4,662;False
-4,471;0,82;False
-3,035;3,303;False
-3,975;3,004;False
-1,896;-3,557;True
4,432;3,445;True
-1,554;1,717;False
-1,966;-3,273;True
2,815;0,389;False
3,668;-4,484;False
3,037;3,971;True
1,058;-0,943;False
0,16;0,74;True
-0,836;2,945;False
-0,775;-3,764;True
0,384;-2,395;True
-1,85;4,646;False
-2,307;0,599;False
3,623;-4,725;False
-0,316;-4,447;True
-2,238;1,756;False
0,844;-2,587;False
-0,237;2,142;True
-0,839;1,35;False
4,043;-4,771;False
-1,098;-3,936;True
-1,188;3,035;False
-3,411;-4,585;True
-0,72;1,471;False
-4,339;1,224;False
-0,861;-1,92;True
-1,22;-3,131;True
1,06;1,827;True
0,295;-1,199;True
-0,976;2,435;False
-1,896;2,539;False
-4,296;3,115;False
2,754;-3,719;False
-1,873;-1,355;True
4,294;3,017;True
-3,421;2,814;False
3,902;-1,004;False
2,334;-0,681;False
3,793;0,115;False
3,057;-2,722;False
-3,681;-2,848;True
4,615;3,46;True
1,414;4,682;True
-2,024;-1,025;True
1,353;2,936;True
-3,153;-4,64;True
-2,673;-3,392;True
2,125;1,362;True
-4,64;0,698;False
-4,719;-4,693;True
2,288;-4,365;False
2,177;-2,357;False
-0,355;1,325;True
-0,822;4,784;True
-0,465;-3,26;True
3,034;-4,82;False
0,744;-3,254;True
1,116;-4,048;False
2,925;-2,755;False
-3,3;3,072;False
3,305;4,152;True
2,292;-3,642;False
1,171;-3,781;False
0,487;2,294;True
1,871;-4,028;False
-1,04;-1,905;True
-0,166;2,75;True
-0,01;-4,316;True
-0,025;1,971;True
-1,185;-4,911;True
0,504;-1,808;False
4,44;-0,387;False
4,902;-3,333;False
-0,384;-4,419;True
0,491;1,174;True
3,437;3,115;True
-1,003;-2,791;True
-2,998;3,136;False
-1,657;0,819;False
1,473;-1,574;False
-4,162;1,884;False
-2,087;-1,437;True
2,78;-0,061;False
0,345;2,994;True
1,756;0,432;False
0,977;-4,046;True
3,43;-3,389;False
-2,432;0,113;False
4,712;-2,321;False
-3,544;-0,496;False
1,603;-0,094;False
-3,197;-4,303;True
-2,466;0,845;False
4,098;-2,375;False
0,748;1,854;True
2,341;4,156;True
-4,501;-4,611;True
4,251;3,62;True
-4,721;0,877;False
1,833;-0,037;False
1,322;1,623;True
-1,176;-4,941;True
-4,803;2,484;False
4,685;-2,614;False
4,642;1,888;False
3,423;-4,336;False
-0,638;-3,031;True
1,823;0,932;True
0,081;-2,783;True
-3,971;-3,065;True
0,841;-2,28;False
-2,755;4,903;False
3,091;1,82;True
-4,545;3,041;False
-2,64;-1,053;False
-0,165;-1,164;True
0,845;1,494;True
3,182;4,98;True
-3,918;-3,256;True
-4,501;0,051;False
1,16;1,712;True
-2,016;3,86;False
3,43;1,677;True
-0,206;3,53;True
-1,434;-1,681;True
-1,46;3,062;False
-0,152;-0,102;True
4,121;-1,398;False
-0,623;-1,078;True
-3,032;-1,623;True
2,029;-3,355;False
-4,974;0,694;False
-2,946;-0,412;False
-0,181;2,869;True
-1,213;1,843;False
-0,15;-1,664;True
-3,283;0,978;False
0,776;4,129;True
4,736;-1,615;False
-3,528;-3,585;True
-2,974;-3,075;True
-0,526;4,041;True
-4,592;1,773;False
3,988;-4,052;False
2,372;-0,42;False
0,603;2,16;True
4,776;2,122;False
3,022;-0,485;False
1,686;2,289;True
1,806;-1,157;False
-3,142;1,925;False
-0,257;1,724;True
3,47;-4,797;False
1,344;3,87;True
4,122;4,992;True
-1,135;-4,008;True
-2,551;-4,447;True
-3,649;0,104;False
2,17;-4,014;False
0,287;0,281;True
0,6;-1,128;False
-4,504;4,207;False
-3,76;2,689;False
-1,44;-0,405;False
2,957;-3,739;False
-2,556;-2,553;True
1,579;2,629;True
4,557;0,101;False
2,182;2,751;True
-4,429;-4,796;True
-4,572;-4,882;True
-3,175;2,38;False
-4,285;-0,389;False
-0,289;4,223;True
0,772;-2,082;False
2,345;0,7;False
-2,997;-3,474;True
3,243;2,986;True
1,429;0,536;False
0,484;-4,22;True
1,643;-3,25;False
-4,087;2,862;False
2,548;-3,582;False
-0,587;-0,18;False
-4,004;1,249;False
2,921;4,419;True
-4,586;0,082;False
-0,148;0,482;False
-2,954;-1,884;True
3,492;1,629;False
-2,021;-0,663;False
3,823;0,039;False
-1,084;1,744;False
-4,556;0,053;False
4,386;-3,429;False
3,672;-3,354;False
-2,733;4,791;False
-1,439;3,679;False
4,205;-1,036;False
4,832;4,297;True
-4,802;4,891;False
3,227;4,523;True
-0,004;2,926;True
0,286;1,921;True
1,674;-2,238;False
0,94;-1,687;False
2,044;3,855;True
2,801;-2,694;False
-2,073;0,874;False
-1,054;-4,195;True
-4,026;4,36;False
0,434;4,425;True
2,577;1,275;True
2,152;-4,377;False
-3,479;1,173;False
1,277;3,082;True
-1,716;4,195;False
1,431;-1,912;False
1,11;4,3;True
-4,957;0,99;False
-3,542;-1,477;False
3,379;1,624;True
0,631;0,36;True
-0,398;-1,588;True
-3,01;-3,745;True
0,752;-1,669;False
-4,982;4,027;False
3,322;-4,162;False
-0,544;3,802;True
-3,054;3,721;False
-4,226;-0,338;False
0,4;-4,5;True
1,485;2,858;True
-4,971;2,85;False
-2,576;-0,287;False
1,196;-1,374;False
0,832;2,956;True
4,347;2,451;True
-4,019;3,81;False
-1,206;-2,782;True
-3,327;-1,26;False
3,634;-4,734;False
-4,579;-2,054;False
3,064;-0,743;False
-4,127;0,593;False
3,632;2,308;True
2,355;-3,678;False
0,216;1,796;True
3,124;2,879;True
-4,86;2,773;False
0,331;1,752;True
-4,012;2,276;False
0,06;-2,874;True
2,499;-2,938;False
4,68;-4,129;False
4,857;0,646;False
0,008;4,728;True
2,048;2,034;True
1,029;0,134;False
-4,921;-1,462;False
4,794;0,772;False
1,977;1,83;True
1,081;3,887;True
1,271;-0,49;False
-2,26;-2,449;True
4,327;-1,898;False
3,67;1,021;False
1,887;-0,079;False
-2,248;-3,642;True
0,206;3,295;True
0,447;1,002;True
-0,423;-4,999;True
0,737;-2,014;False
-2,699;2,627;False
-0,727;3,183;True
-4,233;-2,01;False
2,799;1,602;True
2,979;4,559;True
4,775;-0,842;False
-3,805;1,172;False
0,855;-2,011;False
4,322;2,129;True
-3,456;1,755;False
1,976;3,987;True
-2,159;-2,873;True
-0,718;-0,329;False
4,928;-3,215;False
3,091;-1,209;False
-3,805;1,976;False
-3,906;-1,904;True
1,587;3,644;True
-4,763;-0,442;False
-3,216;1,337;False
0,302;-2,931;True
3,041;2,327;True
0,146;3,593;True
-4,837;4,034;False
-2,56;-2,541;True
1,681;2,448;True
3,457;3,982;True
1,009;-1,687;False
-0,214;-2,854;True
-1,099;1,096;False
-1,938;1,015;False
3,511;-0,812;False
3,364;-2,201;False
-1,935;3,099;False
4,586;2,211;True
-2,248;-0,236;False
0,345;0,207;True
-3,548;-0,092;False
-4,054;0,514;False
1,982;0,688;False
-0,492;-4,106;True
4,345;0,632;False
2,111;-1,252;False
3,519;-2,888;False
2,086;-1,727;False
-1,141;3,091;False
-4,343;0,688;False
-1,724;4,288;False
-1,442;-1,147;True
3,963;-2,654;False
0,529;-2,936;True
4,448;0,229;False
4,706;-3,083;False
-2,897;-1,749;True
2,529;-3,898;False
-2,632;4,272;False
0,164;3,212;True
-3,412;-2,832;True
1,67;-2,121;False
2,077;-0,383;False
-0,719;-4,047;True
-3,988;1,312;False
-1,648;-0,339;False
-0,893;4,656;True
-3,069;-2,835;True
-3,65;2,092;False
1,551;-0,365;False
-4,84;-2,556;True
-3,554;-0,883;False
0,926;0,194;False
-3,355;0,268;False
-0,417;0,984;False
-4,094;-0,413;False
-2,074;-2,555;True
-0,899;-3,892;True
-2,382;-4,321;True
1,776;-0,653;False
3,066;-0,424;False
-3,949;-1,864;False
-3,124;0,045;False
2,81;-2,553;False
-3,68;0,365;False
4,752;0,275;False
-2,279;-4,471;True
3,053;4,143;True
-4,279;-2,447;True
1,953;-3,116;False
-2,028;4,013;False
1,37;0,028;False
0,407;3,766;True
-3,265;-3,338;True
0,555;-4,177;True
4,546;-4,329;False
-4,683;-2,796;True
1,569;0,583;False
-3,607;3,31;False
-2,76;-4,119;True
2,384;4,198;True
-1,052;4,218;True
1,233;0,63;True
-3,134;-2,603;True
-0,608;-0,042;False
-4,614;-4,935;True
-1,274;-0,108;False
-3,625;4,053;False
3,206;1,023;False
2,729;-1,889;False
-1,69;1,148;False
1,891;-4,503;False
0,818;4,081;True
-0,041;-4,483;True
-1,04;-2,531;True
2,75;-2,589;False
-4,687;1,073;False
-0,5;-1,226;True
0,065;2,152;True
3,795;4,777;True
1,9;4,338;True
2,27;-4,402;False
-4,563;4,481;False
1,945;0,424;False
-4,171;2,517;False
2,377;0,369;False
-4,419;4,13;False
2,57;-3,764;False
-2,693;-1,549;True
-1,6;2,152;False
-4,329;-3,651;True
3,438;-3,077;False
2,207;2,975;True
4,752;2,653;True
-4,608;2,601;False
-1,012;-3,945;True
2,228;2,953;True
1,211;-1,028;False
3,878;1,293;False
-4,94;1,337;False
-2,865;4,535;False
4,688;1,443;False
0,092;-2,619;True
-3,17;-3,817;True
3,502;-1,736;False
-3,533;-3,386;True
-1,248;-3,356;True
4,105;0,551;False
-4,1;0,346;False
-1,609;-2,538;True
4,729;4,292;True
0,032;-1,772;True
-1,471;1,322;False
3,141;-2,372;False
-2,081;-1,402;True
-2,643;1,014;False
-1,608;2,063;False
0,016;-3,863;True
-3,34;-3,005;True
1,831;-0,174;False
1,145;3,569;True
4,151;2,128;True
1,134;-2,626;False
2,303;0,584;False
3,848;-4,34;False
-1,927;-1,468;True
-2,098;2,598;False
1,608;-2,157;False
-0,497;1,46;False
-2,086;3,77;False
-0,76;4,202;True
3,265;-0,096;False
-4,093;0,453;False
3,222;1,688;True
1,627;2,968;True
-1,109;3,905;False
3,515;3,565;True
1,317;-3,84;False
-4,859;2,903;False
2,094;-3,845;False
4,019;-2,443;False
-1,219;-2,741;True
-4,475;3,825;False
-1,889;0,793;False
-4,545;-2,827;True
1,634;0,201;False
4,081;3,062;True
-4,414;1,943;False
-4,696;-0,753;False
1,222;-4,319;False
-0,848;-4,385;True
3,957;-4,121;False
1,769;-0,832;False
0,017;-0,662;True
-3,718;0,448;False
-2,298;1,599;False
4,365;-3,241;False
4,75;-3,318;False
0,421;1,006;True
-0,621;-2,918;True
-2,658;-2,571;True
1,233;-0,546;False
-3,666;3,69;False
4,824;-4,547;False
2,978;4,374;True
-4,145;0,895;False
-3,318;1,414;False
2,003;3,405;True
-1,4;-2,099;True
0,49;1,358;True
-1,192;3,774;False
-0,489;0,007;False
4,472;-4,965;False
0,835;2,322;True
3,311;3,904;True
-3,479;-0,701;False
4,868;-0,86;False
3,339;-3,277;False
-0,619;-0,497;True
4,545;3,079;True
-0,656;-0,436;True
1,359;-3,092;False
-0,407;1,807;True
-0,083;-2,048;True
-0,243;-3,655;True
3,082;-2,48;False
-4,484;3,021;False
3,274;-1,432;False
2,917;-3,773;False
-0,018;-3,701;True
-2,145;-2,498;True
-2,858;4,074;False
2,853;1,557;True
1,027;2,542;True
3,075;0,279;False
-0,976;4,097;True
-1,644;2,411;False
-2,986;4,244;False
-2,586;-2,396;True
-4,586;-2,335;True
0,118;-2,117;True
-2,435;1,966;False
-4,178;4,001;False
-1,217;-3,153;True
0,867;-0,229;False
-1,194;-1,845;True
4,521;3,246;True
0,224;-3,159;True
-2,578;2,285;False
-0,945;3,036;False
-4,22;2,376;False
-0,123;4,477;True
2,322;3,985;True
4,164;-1,895;False
1,007;4,03;True
-3,846;0,314;False
-4,187;-2,683;True
1,181;4,971;True
4,937;0,176;False
3,252;3,851;True
-2,226;-0,821;False
-3,325;-1,696;True
-3,526;-4,131;True
4,577;0,11;False
-2,813;-4,827;True
1,822;0,13;False
3,548;-2,622;False
-3,115;2,742;False
3,006;-1,912;False
4,645;-3,163;False
4,837;-4,322;False
0,841;1,837;True
-1,383;3,492;False
-2,658;2,204;False
-2,935;0,253;False
-3,096;2,246;False
4,033;0,204;False
0,262;1,601;True
0,701;-3,427;True
3,003;1,453;True
4,408;-0,946;False
-4,082;0,834;False
-2,793;1,024;False
1,765;3,435;True
-4,567;3,44;False
-3,035;1,849;False
0,531;1,415;True
4,014;-2,904;False
3,338;-0,162;False
4,687;-2,018;False
3,527;-2,627;False
-1,955;1,934;False
3,268;4,576;True
1,097;-1,656;False
2,116;0,283;False
-2,959;1,433;False
0,085;-1,808;True
-2,57;0,784;False
4,759;-4,993;False
-0,37;2,593;True
-3,273;-1,093;False
1,771;-1,375;False
-1,712;0,056;False
-3,285;-2,382;True
1,19;-1,834;False
3,263;-4,137;False
-3,115;0,021;False
2,926;2,035;True
-3,992;-1,015;False
2,565;-2,369;False
4,927;-1,579;False
-3,681;0,149;False
1,399;0,532;False
-3,236;-2,661;True
-1,015;-1,77;True
-2,663;3,331;False
-4,792;-2,905;True
-3,745;-0,38;False
0,602;4,42;True
-1,354;-1,787;True
2,861;-1,521;False
2,154;-1,05;False
2,021;-3,822;False
-0,452;-4,936;True
0,266;0,395;True
-0,225;0,775;False
-2,558;-3,002;True
2,665;3,306;True
-2,412;-3,378;True
2,226;2,757;True
-1,708;4,376;False
3,632;-2,04;False
-4,172;4,932;False
-4,345;4,791;False
-1,234;-1,694;True
-3,568;-3,412;True
-4,661;-0,648;False
-0,23;1,448;True
1,266;2,369;True
3,128;0,221;False
-4,016;-3,3;True
2,073;3,59;True
3,455;1,562;False
0,889;3,21;True
-0,57;-2,05;True
-2,967;-1,02;False
-2,806;0,889;False
4,92;3,485;True
-0,153;-0,805;True
-1,878;2,089;False
-4,477;-0,243;False
1,298;-3,039;False
-1,037;-1,813;True
0,436;3,09;True
2,228;-3,782;False
-2,961;0,218;False
-1,506;-2,995;True
1,773;-3,408;False
-2,697;-4,958;True
-0,495;-0,734;True
-0,957;-2,555;True
0,361;-4,184;True
-3,727;2,452;False
4,395;-0,55;False
-0,568;1,285;False
-3,399;-2,928;True
-0,752;-3,961;True
-0,302;1,226;True
0,402;0,112;False
-0,372;0,268;False
-3,874;2,799;False
-4,018;-1,788;False
-4,089;1,814;False
-4,513;-4,812;True
4,116;3,328;True
1,183;-0,195;False
4,69;3,855;True
-1,954;3,077;False
4,396;0,481;False
-4,312;1,51;False
-1,208;-4,014;True
-1,342;-4,057;True
4,617;4,967;True
-4,029;-2,546;True
2,307;-4,453;False
1,19;2,191;True
0,414;4,236;True
-1,86;1,244;False
-3,536;-2,851;True
4,906;-0,541;False
1,966;4,206;True
0,334;1,104;True
-4,898;1,796;False
-2,618;0,392;False
2,993;1,621;True
1,83;4,921;True
-0,576;3,117;True
-3,524;-4,86;True
-0,859;-4,961;True
-1,405;-4,057;True
0,844;3,032;True
-2,119;3,569;False
-2,862;3,992;False
4,391;-4,547;False
0,715;1,802;True
1,614;2,247;True
0,576;1,229;True
4,545;-0,414;False
0,652;2,554;True
-4,159;-2,179;True
2,585;0,578;False
-0,539;-4,314;True
-1,283;1,269;False
-2,234;2,297;False
2,76;-2;False
-2,897;-3,575;True
3,554;3,962;True
3,615;3,933;True
1,325;1,765;True
-1,034;-3,889;True
2,405;-3,071;False
4,677;-3,809;False
-4,993;4,583;False
-0,654;3,196;True
3,572;1,89;True
-0,511;1,587;False
4,198;-4,225;False
-1,642;-4,735;True
-1,429;-2,805;True
-0,148;0,869;True
1,226;-2,906;False
-2,307;-2,285;True
-0,3;0,189;False
3,694;1,613;False
2,614;-4,388;False
3,26;3,887;True
-1,412;4,73;False
0,416;0,657;True
0,901;-1,73;False
-4,321;-0,865;False
-3,077;-0,429;False
3,725;-4,13;False
3,511;0,515;False
-2,773;2,779;False
0,604;3,35;True
0,362;-0,869;False
-3,087;3,096;False
-0,115;0,311;False
4,236;1,962;False
1,491;-0,182;False
-4,111;2,732;False
-4,418;2,96;False
3,63;0,602;False
-2,001;4,468;False
0,359;2,701;True
-0,636;-4,699;True
-3,484;-4,283;True
-1,054;-3,345;True
-1,631;-3,177;True
-0,796;4,184;True
-2,038;-4,085;True
-3,991;4,264;False
0,25;-0,87;False
1,973;0,492;False
-0,155;-4,896;True
1,421;3,939;True
1,779;0,861;True
-1,754;-0,809;False
-1,011;-4,236;True
-2,759;-2,091;True
-2,484;-2,241;True
-2,58;2,903;False
-1,014;0,061;False
-2,385;-3,804;True
-0,85;-1,77;True
-3,058;2,413;False
-2,241;2,307;False
-3,144;4,974;False
1,724;-3,682;False
-2,289;-0,5;False
3,629;2,507;True
-0,377;0,255;False
-3,72;0,426;False
-1,478;0,655;False
2,472;4,755;True
2,667;-2,395;False
4,582;-3,706;False
1,668;-4,796;False
3,495;-1,894;False
0,278;-4,811;True
-3,485;0,778;False
-3,658;-3,385;True
3,162;4,008;True
1,18;4,472;True
-0,995;-1,729;True
2,467;-2,33;False
3,054;2,741;True
-0,719;0,01;False
3,135;2,165;True
1,623;3,56;True
-3,462;1,96;False
-1,276;-0,605;False
0,563;4,337;True
2,831;-3,535;False
-4,361;-3,348;True
-3,52;-1,382;False
1,04;-2,478;False
-2,015;-2,149;True
1,165;-1,992;False
2,093;-2,728;False
4,246;-0,949;False
-3,35;-0,799;False
-2,712;-0,004;False
-0,449;-3,159;True
2,013;-3,342;False
-2,932;-3,67;True
1,483;1,718;True
3,651;-0,445;False
-2,946;1,948;False
1,052;3,825;True
-3,822;-0,285;False
3,833;-2,648;False
-3,209;-1,151;False
1,63;0,532;False
-0,244;-3,57;True
3,845;0,127;False
-4,928;-0,649;False
4,314;2,488;True
0,31;4,523;True
-2,894;-4,433;True
-0,214;0,989;True
-0,549;3,981;True
4,584;-4,85;False
2,134;4,322;True
-1,129;3,43;False
-4,203;4,217;False
1,956;3,269;True
-3,906;-0,469;False
0,218;4,297;True
-2,59;3,439;False
3,366;4,019;True
2,086;0,584;False
-2,187;1,941;False
-3,742;-2,867;True
2,405;-3,837;False
4,244;-2,47;False
-0,159;0,485;False
-0,961;0,189;False
-4,736;4,852;False
-2,232;-3,359;True
1,715;2,308;True
-3,339;1,326;False
-4,368;4,628;False
3,171;-3,197;False
-1,743;-0,217;False
-2,73;1,013;False
2,114;-1,332;False
-2,799;0,766;False
3,904;3,867;True
1,167;-2,357;False
3,892;0,002;False
-3,083;-2,292;True
4,186;3,267;True
-0,624;-3,528;True
-0,77;0,905;False
-0,733;0,366;False
1,529;-4,232;False
-3,276;-3,942;True
2,358;-4,24;False
-0,048;-1,814;True
3,77;4,455;True
3,876;-2,378;False
3,893;-1,768;False
0,417;-3,827;True
-1,716;3,272;False
1,285;-3,603;False
-1,315;-4,875;True
-2,251;-3,287;True
0,391;3,953;True
2,14;-2,635;False
0,252;1,699;True
2,573;2,351;True
-4,484;1,904;False
4,483;1,345;False
-3,056;-3,857;True
3,408;3,144;True
-1,084;-2,018;True
-1,126;4,437;True
1,126;4,295;True
-1,186;0,954;False
-2,15;-1,797;True
3,188;0,958;False
4,621;-2,13;False
-3,32;1,405;False
3,019;-4,989;False
0,667;3,405;True
-1,38;-2,414;True
2,934;-2,929;False
-3,118;-3,475;True
-2,894;-3,011;True
-1,252;4,072;False
4,229;-2,859;False
4,864;3,141;True
2,481;-4,296;False
1,251;-1,688;False
0,587;1,096;True
0,139;-3,814;True
4,515;-2,951;False
3,512;-3,385;False
2,731;2,645;True
0,224;-1,921;True
3,326;-3,066;False
0,476;-4,997;True
-0,476;-3,671;True
0,048;-3,197;True
2,555;-0,399;False
2,189;-3,175;False
-2,794;-1,222;False
-1,026;1,047;False
1,094;-3,521;False
